"","X","Borne.de.sortie","Date.de.sortie","Date.de.retour","Borne.de.retour"
"7436",7436,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 21:44:31","03/10/2016 21:56:29","47_AVDA. AUTOPISTA DEL SALER"
"7437",7437,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 21:59:34","03/10/2016 22:04:59","150_DR. MANUEL CANDELA"
"7438",7438,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 22:55:56","03/10/2016 23:10:21","069_AVDA. DEL PUERTO"
"7439",7439,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 00:24:03","03/10/2016 00:38:33","120_C_DR VICENTE ZARAGOZA"
"7440",7440,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 01:01:35","03/10/2016 01:18:26","128_C/ ALFAUIR"
"7441",7441,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 01:28:29","03/10/2016 01:38:41","088_AVDA. BLASCO IBAÑEZ 3"
"7442",7442,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 06:13:17","03/10/2016 06:21:48","111_COLEGIO MAYOR"
"7443",7443,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 07:53:47","03/10/2016 08:04:02","114_ADOLFO SUAREZ"
"7444",7444,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 07:58:13","03/10/2016 08:05:24","90_AVDA. BLASCO IBAÑEZ "
"7445",7445,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 09:09:15","03/10/2016 09:15:33","078_AVDA. ARAGÓN I"
"7446",7446,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 11:23:13","03/10/2016 11:38:33","95_AVDA. DE LOS NARANJOS"
"7447",7447,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 13:25:20","03/10/2016 13:55:43","230_CALLE_POETA_SERRANO_CLAVERO_EQ_GENERAL_LLORENS"
"7448",7448,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 14:21:32","03/10/2016 14:31:11","113_ETS CAMINOS"
"7449",7449,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 14:51:43","03/10/2016 14:57:33","107_C/ CAMPILLO ALTO BUEY"
"7450",7450,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 15:36:12","03/10/2016 15:54:27","165_PAVIA 2"
"7451",7451,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 15:56:15","03/10/2016 16:03:39","89_AVDA. BLASCO IBAÑEZ"
"7452",7452,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 16:51:48","03/10/2016 16:59:05","099_AVDA. BLASCO IBAÑEZ 8"
"7453",7453,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 17:51:44","03/10/2016 17:58:28","89_AVDA. BLASCO IBAÑEZ"
"7454",7454,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 18:11:13","03/10/2016 18:20:16","101_AVDA. BLASCO IBAÑEZ 10"
"7455",7455,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 18:28:17","03/10/2016 18:44:18","108_ LUIS PEIXO"
"7456",7456,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:01:39","03/10/2016 19:17:45","165_PAVIA 2"
"7457",7457,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:09:16","03/10/2016 19:14:52","076_CAMPOAMOR II"
"7458",7458,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:43:15","03/10/2016 19:58:00","102_AVDA.RAMON LLUL"
"7459",7459,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:58:59","03/10/2016 20:09:12","111_COLEGIO MAYOR"
"7460",7460,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 20:15:05","03/10/2016 20:22:47","90_AVDA. BLASCO IBAÑEZ "
"7461",7461,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 20:44:04","03/10/2016 20:54:04","075_CAMPOAMOR I"
"7462",7462,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 21:18:17","03/10/2016 21:28:38","55_AVDA. DE FRANCIA"
"7463",7463,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 21:38:22","03/10/2016 21:43:02","103_RUBEN DARIO"
"7464",7464,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 22:57:17","03/10/2016 23:03:13","95_AVDA. DE LOS NARANJOS"
"7465",7465,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 23:25:18","03/10/2016 23:30:56","079_AVDA. ARAGON II"
"7466",7466,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 23:28:03","03/10/2016 23:49:57","196_AVDA_GASPAR_AGUILAR"
"7467",7467,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 01:10:12","03/10/2016 01:27:59","120_C_DR VICENTE ZARAGOZA"
"7468",7468,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 07:39:25","03/10/2016 07:47:22","90_AVDA. BLASCO IBAÑEZ "
"7469",7469,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 09:08:21","03/10/2016 09:23:54","028_NAVARRO REVERTE"
"7470",7470,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 09:12:18","03/10/2016 09:15:26","102_AVDA.RAMON LLUL"
"7471",7471,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 09:39:15","03/10/2016 09:59:06","094_AVDA. BLASCO IBAÑEZ 5"
"7472",7472,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 10:35:27","03/10/2016 10:44:16","111_COLEGIO MAYOR"
"7473",7473,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 11:09:07","03/10/2016 11:25:58","016_COLON I"
"7474",7474,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 11:46:43","03/10/2016 11:52:39","150_DR. MANUEL CANDELA"
"7475",7475,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 11:49:08","03/10/2016 11:54:42","076_CAMPOAMOR II"
"7476",7476,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 12:13:50","03/10/2016 12:16:52","094_AVDA. BLASCO IBAÑEZ 5"
"7477",7477,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 12:55:28","03/10/2016 12:56:48","096_AVDA. BLASCO IBAÑEZ 6"
"7478",7478,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 14:38:17","03/10/2016 14:44:57","90_AVDA. BLASCO IBAÑEZ "
"7479",7479,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 14:58:19","03/10/2016 15:20:48","105_AVDA. DE LOS NARANJOS"
"7480",7480,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 15:17:07","03/10/2016 15:24:44","113_ETS CAMINOS"
"7481",7481,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 16:23:40","03/10/2016 16:40:48","096_AVDA. BLASCO IBAÑEZ 6"
"7482",7482,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 16:57:43","03/10/2016 16:59:22","096_AVDA. BLASCO IBAÑEZ 6"
"7483",7483,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 17:17:20","03/10/2016 17:26:03","151_JERONIMO MONSORIU"
"7484",7484,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 17:36:27","03/10/2016 17:43:06","90_AVDA. BLASCO IBAÑEZ "
"7485",7485,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 17:47:54","03/10/2016 18:00:28","111_COLEGIO MAYOR"
"7486",7486,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 18:26:30","03/10/2016 18:29:21","094_AVDA. BLASCO IBAÑEZ 5"
"7487",7487,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 18:38:25","03/10/2016 18:49:40","151_JERONIMO MONSORIU"
"7488",7488,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:00:20","03/10/2016 19:17:39","165_PAVIA 2"
"7489",7489,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:06:45","03/10/2016 19:17:32","016_COLON I"
"7490",7490,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:28:40","03/10/2016 19:54:02","47_AVDA. AUTOPISTA DEL SALER"
"7491",7491,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:36:55","03/10/2016 19:56:36","139_C/ REUS"
"7492",7492,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:42:06","03/10/2016 19:47:51","092_AVDA. DE ARAGON, 4 - ESQ AVDA BLASCO IBAÑEZ"
"7493",7493,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:45:17","03/10/2016 20:02:27","90_AVDA. BLASCO IBAÑEZ "
"7494",7494,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 20:14:24","03/10/2016 20:22:56","90_AVDA. BLASCO IBAÑEZ "
"7495",7495,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 20:24:36","03/10/2016 20:30:38","074_PLAZA SAN FELIPE NERI"
"7496",7496,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 23:11:09","03/10/2016 23:19:12","118_C/ DR. GOMEZ FERRER"
"7497",7497,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 00:16:33","03/10/2016 00:19:20","096_AVDA. BLASCO IBAÑEZ 6"
"7498",7498,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 01:24:05","03/10/2016 01:38:57","011_PZA_AYTO_CON_CALLE_COTANDA"
"7499",7499,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 07:34:11","03/10/2016 07:39:52","105_AVDA. DE LOS NARANJOS"
"7500",7500,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 09:07:49","03/10/2016 09:24:00","028_NAVARRO REVERTE"
"7501",7501,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 10:53:06","03/10/2016 11:01:01","113_ETS CAMINOS"
"7502",7502,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 13:28:22","03/10/2016 13:41:52","164_PAVIA 1"
"7503",7503,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 14:15:04","03/10/2016 14:23:44","160_JOSE MARIA DE HARO"
"7504",7504,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 14:37:36","03/10/2016 14:44:59","90_AVDA. BLASCO IBAÑEZ "
"7505",7505,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 16:50:03","03/10/2016 16:56:00","105_AVDA. DE LOS NARANJOS"
"7506",7506,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 16:59:51","03/10/2016 17:22:04","184_CALLE_BOMBER_RAMON_DUART"
"7507",7507,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 17:33:35","03/10/2016 17:50:02","085_AVDA_BLASCO IBAÑEZ 1"
"7508",7508,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 17:53:51","03/10/2016 18:01:55","114_ADOLFO SUAREZ"
"7509",7509,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 18:13:36","03/10/2016 18:20:18","100_AVDA. BLASCO IBAÑEZ 9"
"7510",7510,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 18:25:19","03/10/2016 18:35:08","072_RAMIRO MAETZU"
"7511",7511,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 18:34:20","03/10/2016 18:44:52","161_MEDITERRANEO"
"7512",7512,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 18:42:57","03/10/2016 18:47:08","104_ALBALAT DELS TARONGERS"
"7513",7513,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 18:53:06","03/10/2016 19:00:21","113_ETS CAMINOS"
"7514",7514,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:00:58","03/10/2016 19:17:43","165_PAVIA 2"
"7515",7515,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:07:20","03/10/2016 19:17:41","016_COLON I"
"7516",7516,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:31:34","03/10/2016 19:33:11","094_AVDA. BLASCO IBAÑEZ 5"
"7517",7517,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:49:20","03/10/2016 19:54:41","099_AVDA. BLASCO IBAÑEZ 8"
"7518",7518,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:57:57","03/10/2016 20:09:10","111_COLEGIO MAYOR"
"7519",7519,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 20:15:37","03/10/2016 20:20:06","150_DR. MANUEL CANDELA"
"7520",7520,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 20:20:05","03/10/2016 20:29:05","111_COLEGIO MAYOR"
"7521",7521,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 20:25:09","03/10/2016 20:31:25","092_AVDA. DE ARAGON, 4 - ESQ AVDA BLASCO IBAÑEZ"
"7522",7522,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 20:30:53","03/10/2016 20:50:13","036_PZA_LOS_FUEROS_CONDE_TRENOR"
"7523",7523,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 23:24:25","03/10/2016 23:33:25","90_AVDA. BLASCO IBAÑEZ "
"7524",7524,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 00:56:20","03/10/2016 01:03:49","160_JOSE MARIA DE HARO"
"7525",7525,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 07:08:21","03/10/2016 07:20:51","008_PLAZA_DE_LA_REINA_ESQUINA_CALLE_DEL_MAR"
"7526",7526,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 09:16:12","03/10/2016 09:22:19","105_AVDA. DE LOS NARANJOS"
"7527",7527,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 10:33:32","03/10/2016 10:45:23","111_COLEGIO MAYOR"
"7528",7528,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 13:02:02","03/10/2016 13:07:07","112_AVDA. DE LOS NARANJOS"
"7529",7529,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 13:56:58","03/10/2016 14:04:12","101_AVDA. BLASCO IBAÑEZ 10"
"7530",7530,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 14:08:23","03/10/2016 14:14:50","099_AVDA. BLASCO IBAÑEZ 8"
"7531",7531,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 14:36:47","03/10/2016 14:42:03","098_SANTOS JUSTO Y PASTOR"
"7532",7532,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 14:46:33","03/10/2016 15:00:25","116_C/ DR. VICENTE ZARAGOZA"
"7533",7533,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 14:54:16","03/10/2016 15:01:41","088_AVDA. BLASCO IBAÑEZ 3"
"7534",7534,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 15:22:35","03/10/2016 15:29:57","064_AVDA. DEL PUERTO II"
"7535",7535,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 16:56:42","03/10/2016 17:03:58","099_AVDA. BLASCO IBAÑEZ 8"
"7536",7536,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 17:13:09","03/10/2016 17:31:24","131_C/ ALBORAYA"
"7537",7537,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 17:19:33","03/10/2016 17:25:22","105_AVDA. DE LOS NARANJOS"
"7538",7538,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 17:46:58","03/10/2016 17:55:28","063_AVDA. DEL PUERTO I"
"7539",7539,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 18:32:31","03/10/2016 18:38:03","098_SANTOS JUSTO Y PASTOR"
"7540",7540,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 18:40:02","03/10/2016 18:47:37","118_C/ DR. GOMEZ FERRER"
"7541",7541,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 18:54:46","03/10/2016 19:10:13","029_PLAZA AMERICA"
"7542",7542,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:40:41","03/10/2016 19:47:51","092_AVDA. DE ARAGON, 4 - ESQ AVDA BLASCO IBAÑEZ"
"7543",7543,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:48:02","03/10/2016 19:53:16","112_AVDA. DE LOS NARANJOS"
"7544",7544,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 20:13:39","03/10/2016 20:20:44","93_AVADA_BLASCO_IBAÑEZ_DESP_C_POETA_DURAN_TORTAJAD"
"7545",7545,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 20:21:26","03/10/2016 20:27:05","076_CAMPOAMOR II"
"7546",7546,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 20:28:50","03/10/2016 20:32:25","075_CAMPOAMOR I"
"7547",7547,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 20:36:05","03/10/2016 20:56:53","057_CALLE PINTOR MONLEON"
"7548",7548,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 20:53:40","03/10/2016 20:58:56","098_SANTOS JUSTO Y PASTOR"
"7549",7549,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 00:37:06","03/10/2016 00:50:50","118_C/ DR. GOMEZ FERRER"
"7550",7550,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 00:52:32","03/10/2016 01:09:06","42_AVDA. DE LA PLATA"
"7551",7551,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 07:18:49","03/10/2016 07:41:28","153_C/ LLANO DE ZAIDA"
"7552",7552,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 09:08:48","03/10/2016 09:13:28","112_AVDA. DE LOS NARANJOS"
"7553",7553,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 11:00:27","03/10/2016 11:10:31","118_C/ DR. GOMEZ FERRER"
"7554",7554,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 12:29:22","03/10/2016 12:35:09","099_AVDA. BLASCO IBAÑEZ 8"
"7555",7555,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 12:40:26","03/10/2016 12:45:18","150_DR. MANUEL CANDELA"
"7556",7556,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 13:06:02","03/10/2016 13:12:32","112_AVDA. DE LOS NARANJOS"
"7557",7557,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 13:29:30","03/10/2016 13:38:14","90_AVDA. BLASCO IBAÑEZ "
"7558",7558,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 14:00:02","03/10/2016 14:06:55","90_AVDA. BLASCO IBAÑEZ "
"7559",7559,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 14:27:28","03/10/2016 14:41:20","34_AVDA. ANTIGUO REINO DE VALENCIA"
"7560",7560,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 14:39:48","03/10/2016 15:03:54","165_PAVIA 2"
"7561",7561,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 14:43:14","03/10/2016 15:02:40","075_CAMPOAMOR I"
"7562",7562,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 15:43:40","03/10/2016 15:50:31","088_AVDA. BLASCO IBAÑEZ 3"
"7563",7563,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 17:48:25","03/10/2016 18:00:28","111_COLEGIO MAYOR"
"7564",7564,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 18:10:20","03/10/2016 18:23:13","171_CALLE GRAN CANARIA"
"7565",7565,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 18:33:27","03/10/2016 18:42:33","101_AVDA. BLASCO IBAÑEZ 10"
"7566",7566,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 18:55:27","03/10/2016 19:11:26","062_MENORCA"
"7567",7567,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:08:44","03/10/2016 19:16:43","90_AVDA. BLASCO IBAÑEZ "
"7568",7568,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:14:35","03/10/2016 19:22:04","066_GUILLEN DE ANGLESOLA"
"7569",7569,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:58:35","03/10/2016 20:09:10","111_COLEGIO MAYOR"
"7570",7570,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 20:32:32","03/10/2016 20:55:01","137_CALLE_ECONOMISTA_GAY"
"7571",7571,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 21:42:03","03/10/2016 21:44:44","094_AVDA. BLASCO IBAÑEZ 5"
"7572",7572,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 22:53:12","03/10/2016 22:59:31","065_AVDA. DEL PUERTO III"
"7573",7573,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 00:04:41","03/10/2016 00:29:12","069_AVDA. DEL PUERTO"
"7574",7574,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 07:43:47","03/10/2016 07:54:15","088_AVDA. BLASCO IBAÑEZ 3"
"7575",7575,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 13:00:57","03/10/2016 13:12:58","100_AVDA. BLASCO IBAÑEZ 9"
"7576",7576,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 13:48:29","03/10/2016 13:56:09","099_AVDA. BLASCO IBAÑEZ 8"
"7577",7577,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 13:52:25","03/10/2016 13:57:48","099_AVDA. BLASCO IBAÑEZ 8"
"7578",7578,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 14:13:34","03/10/2016 14:21:58","87_AVDA BLASCO IBAÑEZ 2"
"7579",7579,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 14:14:31","03/10/2016 14:43:56","193_CALLE_CARTEROS"
"7580",7580,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 14:38:58","03/10/2016 15:03:38","165_PAVIA 2"
"7581",7581,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 14:45:14","03/10/2016 14:52:58","113_ETS CAMINOS"
"7582",7582,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 17:00:45","03/10/2016 17:15:24","099_AVDA. BLASCO IBAÑEZ 8"
"7583",7583,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 17:34:14","03/10/2016 17:39:24","076_CAMPOAMOR II"
"7584",7584,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 17:37:48","03/10/2016 17:53:55","90_AVDA. BLASCO IBAÑEZ "
"7585",7585,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 18:32:07","03/10/2016 18:43:06","031_CALLE SALAMANCA"
"7586",7586,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:05:03","03/10/2016 19:09:22","098_SANTOS JUSTO Y PASTOR"
"7587",7587,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:29:29","03/10/2016 19:37:47","078_AVDA. ARAGÓN I"
"7588",7588,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:41:22","03/10/2016 19:47:55","092_AVDA. DE ARAGON, 4 - ESQ AVDA BLASCO IBAÑEZ"
"7589",7589,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 20:17:29","03/10/2016 20:25:19","115_C/ DR. VICENTE ZARAGOZA"
"7590",7590,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 20:25:36","03/10/2016 20:37:40","110_KISSHOMARU"
"7591",7591,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 21:30:40","03/10/2016 21:44:00","167_PAVIA 3"
"7592",7592,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 22:48:20","03/10/2016 22:56:51","122_C_MÚSICO HIPÓLITO MARTÍNEZ"
"7593",7593,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 23:24:54","03/10/2016 23:30:56","079_AVDA. ARAGON II"
"7594",7594,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 00:03:55","03/10/2016 00:10:47","065_AVDA. DEL PUERTO III"
"7595",7595,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 00:52:10","03/10/2016 01:02:42","90_AVDA. BLASCO IBAÑEZ "
"7596",7596,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 07:48:50","03/10/2016 07:57:54","89_AVDA. BLASCO IBAÑEZ"
"7597",7597,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 13:45:57","03/10/2016 13:53:55","117_PRIMADO REIG"
"7598",7598,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 14:34:14","03/10/2016 14:43:41","110_KISSHOMARU"
"7599",7599,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 14:46:03","03/10/2016 14:54:32","073_JERONIMO MONSORIU"
"7600",7600,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 16:41:13","03/10/2016 16:47:57","092_AVDA. DE ARAGON, 4 - ESQ AVDA BLASCO IBAÑEZ"
"7601",7601,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 17:35:34","03/10/2016 17:48:23","55_AVDA. DE FRANCIA"
"7602",7602,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 17:42:17","03/10/2016 17:52:13","87_AVDA BLASCO IBAÑEZ 2"
"7603",7603,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 17:49:19","03/10/2016 17:55:24","074_PLAZA SAN FELIPE NERI"
"7604",7604,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 18:12:54","03/10/2016 18:42:17","84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD"
"7605",7605,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 18:27:50","03/10/2016 18:44:21","108_ LUIS PEIXO"
"7606",7606,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 18:50:37","03/10/2016 19:08:19","153_C/ LLANO DE ZAIDA"
"7607",7607,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 19:32:05","03/10/2016 19:58:32","160_JOSE MARIA DE HARO"
"7608",7608,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 20:08:40","03/10/2016 20:20:51","158_DR.LLUNCH"
"7609",7609,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 20:32:04","03/10/2016 20:37:59","84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD"
"7610",7610,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 20:39:07","03/10/2016 20:57:54","40_CALLE_BARCAS_FRENTE _TEATRO_PRINCIPAL"
"7611",7611,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 20:59:21","03/10/2016 21:05:54","097_AVDA. BLASCO IBAÑEZ 7"
"7612",7612,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 21:37:07","03/10/2016 21:50:44","154_PESCADORES"
"7613",7613,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 22:17:54","03/10/2016 22:23:37","101_AVDA. BLASCO IBAÑEZ 10"
"7614",7614,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 22:42:06","03/10/2016 22:54:11","122_C_MÚSICO HIPÓLITO MARTÍNEZ"
"7615",7615,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 00:17:16","03/10/2016 00:19:23","096_AVDA. BLASCO IBAÑEZ 6"
"7616",7616,"096_AVDA. BLASCO IBAÑEZ 6","03/10/2016 00:56:45","03/10/2016 01:03:41","160_JOSE MARIA DE HARO"
